"","X.1","X","ResponseId","Q141_First.Click","Q141_Last.Click","Q141_Page.Submit","Q141_Click.Count","label1_1","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","treat1_1","treat2_1","treatSum_1","treatAvg_1","treatmentWhy_1","initiative_1","exaggerate_1","honest_1","clearer_1","givingUp_1","lazy_1","motivated_1","healthImproves_1","attributions_1","treat1_2","treat2_2","treatSum_2","treatAvg_2","treatmentWhy_2","initiative_2","exaggerate_2","honest_2","clearer_2","givingUp_2","lazy_2","motivated_2","healthImproves_2","attributions_2","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","incapable_1","deserve_1","difficult_1","busy_1","intelligent_1","notes_1","incapable_2","deserve_2","difficult_2","busy_2","intelligent_2","notes_2","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"776",776,NA,"R_3Geq3QgX0LaMuwy",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,6,8,3,1.5,"He hasn't described any warning signs. No point in throwing strong opioids at him. If acetaminophen, lidocaine and perhaps a little Tramadol don't help, he needs a physical exam, not just a telemed visit",4,3,4,NA,2,2,3,4,2,6,7,3,1.5,"He needs to try the meds as well as some at home physical therapy techniques. You can't really escalate up the treatment ladder if they don't try the first things you recommend.",4,3,3,NA,2,3,3,4,2,"Recommend an in-office visit to do an exam, possibly x-rays and physical therapy",NA,NA,NA,NA,2,NA,2,NA,5,3,3,3,2,4,4,50,"Male",NA,1,NA,NA,9,7,NA,NA,4,3,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,2,1,2,1,4,918,1,"2023-08-26 18:37:54",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,4,3,4,3,"Pt states that he has not tried the recommendations from our prior visit. 

I've again recommended the tramadol and also some acetaminophen. 

I've encouraged him to try these so we can determine whether they're helping, prior to increasing the intensity of therapy, with its own inherent risks. ",2,4,3,4,3,"'-Take the acetaminophen scheduled QID and the tramadol as needed.
-Start some at-home physical therapy exercises. 
-Report back for symptom changes or med side effects.",6,3,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","MD",NA,1,8,5,20,"Family Medicine","Urgent Care Physician",15,NA,90,"Post graduate degree",1,46,"",485504755,"White"
"777",777,NA,"R_2CUNwmMjGr6BKly",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"First line treatment for acute lower back pain",4,3,4,NA,1,1,2,5,2,7,8,2,1,"He has not tried them yet",4,3,4,NA,2,3,2,5,2,"Have a conversation to try to better understand what his biggest barriers to treatment ",NA,NA,NA,NA,3,NA,2,NA,4,2,2,2,3,2,3,35,"Female",NA,1,NA,NA,8,7,NA,NA,3,4,NA,2,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,895,1,"2023-08-27 05:20:47",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,2,4,3,"Discussed a plan of treatment including when and how Dave can follow the recommendations.
Recommend heat and ice prn along with ibuprofen prn.
Follow up in 3 weeks",3,5,4,3,3,"Discussed Dave’s barrier to treatments and alternative options. 
Encouraged Dave to follow treatment plans.
F/u in 3 weeks or as needed",3,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,6,12,"Family practice","Fnp- bc",10,NA,88,"Masters",1,44,"",485516069,"White"
"778",778,NA,"R_1Qto8rlnwqKVQyh",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Pain assessment not detailed. ",3,3,4,NA,2,2,3,5,3,6,7,3,1.5,"Patients usually will ask an option to have a stronger alternative from the initial pain meds given",5,5,5,NA,NA,3,4,5,5,"Try to ask Dave the reason for his inability to comply with the regimen provided ",NA,NA,NA,NA,1,NA,4,NA,4,4,4,5,2,4,2,58,"Male",NA,2,NA,NA,8,6,NA,NA,4,4,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,3184,1,"2023-08-27 08:56:55",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,3,4,3,3,5,"'- patient has some issues with medication compliance which needs further evaluation 
- check compliance with alternative pain med on follow up 
- if compliant with alternative medicine and still in pain adjust dose 
accordingly 


",4,5,4,3,5,"'- poorly compliant patient 
- non compliance needs to be reviewed ",8,6,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,8,4,33,"Primary care ","Nurse practitioner ",4,NA,95,"Masters degree ",1,10,"",485510870,"White"
"779",779,NA,"R_UrIMKAsbrNTxoDD",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"His pain was described as constant and dull. I am not told what he has tried yet or if he had an injury. But, if it was mild, constant, dull pain, the lidocaine topical and acetaminophen may be effective first line treatments.",5,3,5,NA,3,3,2,5,5,7,8,2,1,"He has not yet tried the first line treatment. I would recommend he try this and emphasize how it will not take up much of his time. I would also recommend regular stretching.",5,3,4,NA,4,3,1,5,3,"I would use motivational interviewing to try to uncover why he is engaging in his treatment plan and why he continues to follow up.",NA,NA,NA,NA,1,NA,2,NA,3,2,1,1,4,1,4,45,"Female",NA,1,NA,NA,7,6,NA,NA,4,4,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,983,1,"2023-08-27 09:17:58",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,4,4,3,"'-David is following up from his last appointment complaining of a dull, constant back pain. It was recommended that he use lidocaine ointment and acetaminophen at his last appointment. Today, he denies having tried either and the pain is unchanged.  The value and importance of engaging in this treatment plan was discussed, and regular stretching was also recommended.",3,5,4,3,3,"Today David was seen for the third time for the same dull, constant back pain. The symptoms are reported as unchanged.
David admits that he has never engaged in the treatment plan.
It was explained to David that there are certain interventions that can help relieve his pain, but only if he takes initiative of his health and engages in the treatment discussed. ",4,2,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,4,11,"family practice and psychiatric mental health NP","FNP",1,NA,50,"Doctorate in nursing practice",1,29,"",485516482,"White"
"780",780,NA,"R_12frAp6TavPL2rQ",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"He is not in too much pain",5,3,5,NA,2,3,2,5,5,5,6,4,2,"He appears to need something else for pain",5,2,5,NA,3,4,2,4,4,"Rediscuss treatment options ",NA,NA,NA,NA,4,NA,2,NA,2,3,2,2,4,4,4,43,"Female",NA,1,NA,NA,9,5,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,2,4,861,1,"2023-08-27 09:36:15",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,2,4,3,4,4,"Dave has had pain for weeks.
Dave has not been able to follow initial recommendations
Dave was prescribed tradmadol/hydrocodone.
",3,3,4,4,3,"Dave seen again for pain for weeks.
Dave again not following recommendations
Rediscussed  treatment options",5,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,8,4,21,"Family Nurse Practitioner","FNP",12,NA,98,"MSN",1,6,"",485514650,"White"
"781",781,NA,"R_2fq9Pw1Kjb7lBJu",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Pain does not appear to be nerve, only muscle or dull ache requiring nsaids and Tylenol",4,2,5,NA,2,3,1,2,5,7,8,2,1,"Treatment options remain the same as he did not complete the initial course of therapy",5,4,4,NA,4,3,NA,2,5,"I would send him to physical therapy ",NA,NA,NA,NA,1,NA,3,NA,1,4,4,4,4,4,3,33,"Male",NA,1,NA,NA,8,7,NA,NA,3,3,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,796,1,"2023-08-27 09:41:49",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,1,5,3,4,3,"Dave has had no change in symptoms. Dave did not complete any of the prescribed therapy and has had no change. Seems to be potentially more than just muscle ache but still needs to try initial low level therapy ",4,2,5,3,2,"He is non compliant with prescribed treatment. Can go to physical therapy as it may allow for better compliance. ",5,4,NA,NA,NA,NA,NA,"","","",6,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,6,3,7,"Internal medicine","Pa-C",7,NA,100,"Masters",1,10,"",485517911,"White"
"782",782,NA,"R_emUBf6UQQoCfhOV",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Young patient, no red flag symptoms, hasn’t tried PT and first line treatment. ",4,3,3,NA,1,3,4,5,3,7,8,2,1,"He did not try conservative first line measures. This patient is not a candidate for opioids. ",4,2,3,NA,1,4,3,5,3,"In person visit to determine severity of pain, discuss issues with performed previous recommendations, physical exam. ",NA,NA,NA,NA,3,NA,3,NA,4,3,3,4,NA,4,3,30,"Male",NA,2,NA,NA,8,7,NA,NA,2,3,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,740,1,"2023-08-27 09:44:26",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,3,NA,"'-patient initial c/o back pain to left lower region, initially recommended acetaminophen and lidocaine PRN 
-3 week folllow up patient reports was “too busy” to perform measures previously recommended by this NP. Will trial previous recommendations and also recommend PT
-if no improvement within 2-3 months, consider xray",3,5,4,4,3,"I would use the last note and include I recommend an in person visit for physical exam, discussion of barriers. ",5,4,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,6,5,4,"Palliative/family","Palliative NP ",2,NA,100,"Post masters certificate ",1,49,"",485519054,"White"
"783",783,NA,"R_1eCxPkU45Cr6g7o",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"I would start with a conservative approach with some stretching and PT before stepping up the ladder.",4,2,5,NA,2,2,2,4,5,7,8,2,1,"He hasn’t taken them consistently so not ready to move up the ladder.",4,3,2,NA,2,3,1,5,5,"Ask him what he is looking for from these visits and what his barriers are to doing the recommended treatment. ",NA,NA,NA,NA,2,NA,3,NA,1,1,2,2,3,1,1,47,"Female",NA,1,NA,NA,6,5,NA,NA,4,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,892,1,"2023-08-27 09:45:35",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,2,5,4,"Dave suffers from chronic low back pain. He is concerned and bothered by this pain but has had difficulty managing his pain consistently. ",1,4,2,4,3,"Dave continues to come to his scheduled appointment on time, however has had difficulty sticking to the plan and thus has had no improvement or worsening of pain. ",3,4,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,1,18,"Pediatric generalist","Primary care NP",6,NA,95,"Masters",1,5,"",485514828,"White"
"784",784,NA,"R_3h0caWzNDHCnkyD",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"First visit and he hasn’t tried anything otc that I know of",5,3,5,NA,1,3,2,5,3,7,8,2,1,"He hasn’t tried these yet",5,2,5,NA,4,3,2,4,2,"I would tell him since he is non compliant I cannot help him",NA,NA,NA,NA,4,NA,2,NA,3,3,2,2,3,2,2,53,"Female",NA,1,NA,NA,7,7,NA,NA,4,3,NA,5,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1253,1,"2023-08-27 09:46:50",NA,"On","Off","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,0,10,0,10,2,5,1,3,3,"Encouraged pt to take acetaminophen and or use the lidocaine patch as dir
Encouraged pt to be compliant with tx
Can use heat as needed
Will call to check on pt in 2 days",4,5,4,3,3,"Told pt I cannot help him since he’s non compliant
Would document that pt understands
",3,2,NA,NA,NA,NA,NA,"","","",1,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,6,23,"Family practice","PA",23,NA,75,"Bachelors",1,9,"",485517153,"White"
"785",785,NA,"R_3iHW5Hb1bqaM1fP",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"No medications currently, best to start off lower tier and lower risk",4,3,5,NA,3,4,2,3,1,7,8,2,1,"He has not tried these lower risk treatments so would not automatically just bump it up",5,3,4,NA,4,4,2,3,1,"Schedule a follow up with him after he has taken initiative to try my recommendations ",NA,NA,NA,NA,2,NA,3,NA,5,4,3,4,2,4,2,32,"Female",NA,1,NA,NA,10,6,NA,NA,2,2,NA,4,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,849,1,"2023-08-27 09:55:05",NA,"Off","Off","On","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,8,0,0,0,8,3,4,4,4,3,"Patient with complaints of continued pain. Not motivated to try treatments discussed. Need to have honest conversation about goals ",3,4,4,4,4,"Continues to complain of pain but not motivated enough to try treatment recommendations. No further follow up until recommendations have been tried. Honest and blunt conversation needed for future about goals ",8,4,NA,NA,NA,NA,NA,"","","",3,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,4,6,"Primary care","Physician assistant",6,NA,65,"Masters ",1,28,"",485517791,"White"
"786",786,NA,"R_2UWNAEUQeCFATi5",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Mild pain, young pt. Would need a physical exam though do differential MSK vs other ",4,3,5,NA,2,3,3,4,4,7,8,2,1,"Hasn’t made any changes. No need to escalate therapy ",4,3,4,NA,3,4,2,3,2,"Pt needs to take initiate ",NA,NA,NA,NA,2,NA,3,NA,4,2,3,2,3,3,4,37,"Female",NA,1,NA,NA,8,NA,NA,NA,4,4,NA,2,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,677,1,"2023-08-27 09:56:04",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,4,3,"'- hasn’t tried tx yet. Recommends OTC analgesics 
- needs an inperson visit for a PE
-refer to PT",3,4,4,3,3,"'- has not tried recommended tx options 
Recommend in person visit
Education provided on tx recommendation
 ",5,5,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,4,1,11,"","PA",5,NA,50,"Masters ",1,39,"",485519612,"White"
"787",787,NA,"R_2B9HJOfBBiqK5tv",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Patient has dull pain and without further information I will not provide higher dose/stronger care without knowing more.",3,3,4,NA,2,2,3,5,3,7,8,2,1,"I am hesitant to make further recommendations at this time without seeing the patient in person and without them adhering to the care plan. I would assess for feasibility and barriers before moving up the ""treatment ladder"". ",4,3,5,NA,1,3,3,5,3,"Assess feasibility and barriers",NA,NA,NA,NA,3,NA,3,NA,4,4,4,4,3,4,2,24,"Female",NA,4,NA,NA,5,5,NA,NA,3,3,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1101,1,"2023-08-27 10:02:23",NA,"Off","On","Off","Off","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,0,0,9,0,0,9,3,5,2,3,3,"Patient still in pain, without improvement.
Patient has not been able to follow previous plan of care.
Will asses for barriers and feasibility to ensure care can be provided to resolve patient discomfort.",3,5,2,3,3,"No progress since last visit.
Patient has not noticed improvement.
Patient states ""it slipped my mind"" when asked about care plan.",6,4,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,6,5,"Primary Care","Physician Assistant",2,NA,66,"MMS",1,34,"",485520291,"White"
"788",788,NA,"R_1gO7YQb95nYQZRv",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Dull pain. Young. Muscle ache, strain likely. Vitals stable ",4,2,4,NA,1,3,3,5,5,7,8,2,1,"Has not tried first medication recommendations ",5,2,3,NA,1,3,3,5,5,"Same recommendation ",NA,NA,NA,NA,3,NA,2,NA,4,4,4,4,2,4,2,33,"Female",NA,1,NA,NA,7,6,NA,NA,4,3,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,868,1,"2023-08-27 10:03:55",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,3,3,"Saw Dave a few weeks ago for full mild back pain.  Vital signs were stable during telehealth visit. Recommended Tylenol and lidocaine gel for mild pain. 
Follow up visit to reevaluate pain. No change to discomfort but no recommended interventions were tried. Will try mild treatment due to likely of muscle strain and no interventions tried before going to more intense measures ",2,NA,3,3,3,"",3,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,7,4,11,"","Arn fnp ",2,NA,87,"Post masters ",1,48,"",485520426,"White"
"789",789,NA,"R_z6w6ZkdJDVFcgc9",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"If this treatment plan does not work, then he will need imaging and possible PT. No narcotics are needed at this time, assuming he is opioid naive.",4,1,4,NA,1,1,3,4,2,7,8,2,1,"He did not utilize these recommendations last visit, so will continue with same treatment plan until he follows it to look for improvement",4,2,5,NA,2,3,2,4,1,"Discuss that unless he follows recommendations, we cannot move forward. Ask him to come in for an in-person visit for full evaluation",NA,NA,NA,NA,2,NA,3,NA,3,2,3,2,2,4,2,45,"Female",NA,6,NA,NA,7,5,NA,NA,4,3,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1071,1,"2023-08-27 10:06:31",NA,"Off","Off","Off","On","Off","Off","Off","Off","Off","Off","Off",0,0,0,0,0,0,7,0,0,0,0,7,1,5,3,4,4,"Did not take APAP/lidocaine d/t being busy. Encourage trying these to eval for improvement. Need further investigation into cause.",1,4,3,4,3,"Needs in-person visit. Investigate what else he is doing to address pain that he is not disclosing. try stretching, heat.",6,5,NA,NA,NA,NA,NA,"","Asian American","",7,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,5,16,"Family Nurse Practitioner","Family Nurse Practitioner",10,NA,82,"MAster's",1,36,"",485515010,"White"
"790",790,NA,"R_1eXd2LwphDFkKD8",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"This man isn’t hurting bad enough to seek a person to person visit. Additionally, I am not prescribing a medication such as Tramadol when I cannot physically examine a pt.",5,3,3,NA,4,3,1,3,3,7,8,2,1,"Dave has not done anything to help himself. I am not escalating the treatment without his involvement. ",5,4,1,NA,5,5,1,3,3,"I would let him know that if he is not going to take this seriously, he needs to stop making appointments. He’s wasting both of our time. ",NA,NA,NA,NA,2,NA,2,NA,4,1,1,1,1,1,3,60,"Male",NA,1,NA,NA,8,7,NA,NA,4,2,NA,1,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1056,1,"2023-08-27 10:07:10",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,3,4,3,3,"Honest replies; not motivated or engaged; I’m worried he may be seeking opioids. ",3,3,4,3,3,"No motivation; does not care about getting better; seeker. ",4,3,NA,NA,NA,NA,NA,"","","",5,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,8,6,24,"Family Practice","FNP",21,NA,86,"Masters degree",1,11,"",485515044,"White"
"791",791,NA,"R_pxX4cOAmij7n8at",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Dave's pain is mild",5,4,5,NA,1,2,2,5,5,6,7,3,1.5,"I would have Dave try OTC Tylenol to see if pain will improve. If no improvement, then take the Tramadol",5,1,5,NA,1,3,1,5,5,"Emphasize importance of following my recommendations. Pain will not improve if you don't do anything and will become chronic which is harder to manage",NA,NA,NA,NA,3,NA,2,NA,2,2,2,3,4,3,4,54,"Female",NA,2,NA,NA,8,7,NA,NA,3,2,NA,5,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,2,1,4,1071,1,"2023-08-27 10:10:37",NA,"Off","Off","Off","Off","Off","Off","Off","Off","Off","Off","On",0,0,0,0,0,0,0,0,0,0,11,11,1,5,2,3,4,"Recommend you take Tylenol to see if pain will improve. If no improvement in pain add Tramadol
Recommend warm compresses 3X/day for 30 minutes
Avoid activities that increase pain",1,5,3,4,4,"It's very important to follow the instructions I have provided for you in the past 2 visits to treat your pain. Your pain will worsen and become chronic if you don't try to follow my recommendations. The pain will then affect your quality of life. ",4,2,NA,NA,NA,NA,NA,"","","",2,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,4,3,26,"Family Practice","Physician Assistant",23,NA,95,"Post Graduate",1,39,"",485514817,"White"
"792",792,NA,"R_sbe12XKVKcUuchz",NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Mild pain. First vidit",4,3,4,NA,3,3,2,5,5,7,8,2,1,"He has not treated yet. Least invasive first",4,3,3,NA,3,3,2,5,2,"Encourage initial tx plan",NA,NA,NA,NA,2,NA,2,NA,4,2,2,2,2,2,4,35,"Female",NA,2,NA,NA,7,7,NA,NA,2,3,NA,3,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1011,1,"2023-08-27 10:12:18",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,3,3,3,"Pt has not utilized treatment recommendations from last visit. Encouraged pt to use methods and follow up as needed.",3,5,3,3,3,"Pt has not implemented pain tx recommended from last two visits. Encouraged pt to adhere to tx plan. ",4,2,NA,NA,NA,NA,NA,"","","",7,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,6,6,14,"Geriatrics","Nurse practitioner",7,NA,100,"Masters ",1,14,"",485517271,"White"
"793",793,NA,"R_XAGKWKHDLn01fVv",NA,NA,NA,NA,NA,NA,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Must start with non controlled substances ",5,3,4,NA,1,3,2,5,5,7,8,2,1,"Effective for musculoskeletal pain",4,3,3,NA,1,3,3,5,3,"Advise that he needs to follow recommendations ",NA,NA,NA,NA,3,NA,2,NA,4,2,2,2,4,2,4,50,"Female",NA,1,NA,NA,6,7,NA,NA,2,2,NA,4,NA,"White","Low SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,887,1,"2023-08-27 10:21:06",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,2,5,3,3,3,"Trial of acetaminophen and lidocaine topical. 
Would also recommend imaging and lab studies 
Home exercise program may be beneficial ",3,5,3,3,3,"Patient has not followed recommendations ",5,2,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteLowMale",NA,NA,NA,NA,1,NA,NA,"Low","NPPA",NA,1,4,6,28,"Family practice ","Aprn",24,NA,70,"MSN",1,18,"",485516732,"White"
"794",794,NA,"R_Q04YU0X75ef9djb",NA,NA,NA,NA,NA,NA,NA,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,8,2,1,"Age and absence if any red flags initially",4,4,4,NA,1,3,3,3,2,7,8,2,1,"He did not try the first choices yet. If the pain is not sufficient for him to try treatment than it will most likely resolve on its own( which statistically is likely) or will worsen prompting a physical visit w the provider or the UC",5,4,2,NA,4,4,2,4,2,"",NA,NA,NA,NA,2,NA,3,NA,5,4,4,4,2,4,2,68,"Female",NA,1,NA,NA,8,7,NA,NA,2,2,NA,3,NA,"White","High SES",NA,NA,NA,NA,NA,NA,1,1,1,1,4,1265,1,"2023-08-27 10:25:02",NA,"Off","Off","Off","Off","On","Off","Off","Off","Off","Off","Off",0,0,0,0,0,6,0,0,0,0,0,6,3,5,4,4,3,"Pt c/o if persistent L back pain x several weeks otherwise healthy w/I other c/I
Initially suggested OTC acetaminophen and RX Lidicaine ptatch.
Pt no compliant and still c/ o of L back pain
Strongly suggest a physical visit for exam and urine sample.",3,4,5,3,3,"Non compliant pt w/ c/o of persistent L back pain
F/I in person if continues",7,3,NA,NA,NA,NA,NA,"","","",4,"Dave","WhiteHighMale",NA,NA,NA,NA,1,NA,NA,"High","NPPA",NA,1,7,1,41,"Family practice ","PA",13,NA,72,"MS",1,39,"",485516887,"White"
