"","X","ResponseId","Q141_First.Click","label2_1","label3_1","severe","likelihood1","likelihood2","likelihood3","likelihood4","adjustMyTreatment1","adjustMyTreatment2","adjustMyTreatment3","adjustMyTreatment4","concernsOpen","moveForwardOpen","label1_2","label2_2","label3_2","ladderDave","insurance_Patient","incomeDave","ed_Patient","manipulationCheck","healthLit_Patient","perspective1","perspective2","perspective3","perspective4","perspective5","perspective6","age_Self","gender_Self","gender_5_TEXT","race_Self","race_6_TEXT","race_7_TEXT","ladder_Self","income_Self","incomeYouth","ed_Own","ed_Dad","ed_Mom","politics_Self","telemed","patient","conditionRace","conditionSES","likelihood2Recode","likelihood3Recode","bias","raceFactor","incomeFactor","edParent","treatRecode1_1","treatRecode2_1","treatRecode1_2","treatRecode2_2","strike","treat1","treat2","treatSum","treatAvg","treatmentWhy","initiative","exaggerate","honest","clearer","givingUp","lazy","motivated","healthImproves","attributions","zScoreIncome","zScoreEd","objectiveSES","zScoreIncomeDave","zScoreEdDave","objectiveSESDave","adjust","perspective","study","Duration..in.seconds.","Finished","RecordedDate","patientId_1","feelingTherm_1_1","feelingTherm_1_2","feelingTherm_1_3","feelingTherm_1_4","feelingTherm_1_5","feelingTherm_1_6","feelingTherm_1_7","feelingTherm_1_8","feelingTherm_1_9","feelingTherm_1_10","feelingTherm_1_11","therm_1","therm_2","therm_3","therm_4","therm_5","therm_6","therm_7","therm_8","therm_9","therm_10","therm_11","feelingTherm","ladder_Patient","income_Patient","idRecall_1","idRecall_2","idRecall_3","load_Effort_1","load_Difficulty_1","gender_Self_5_TEXT","race_Self_6_TEXT","race_Self_7_TEXT","income_Youth","Patient2Name","Condition","Patient2","aid","cogLoad","loadCondition","incapable","deserve","difficult","busy","intelligent","notes","loadSum","loadMean","manipulationCheck_m","manipulationCheck_f","Gender","SES","jobTitle","jobTitle_6_TEXT","specialtyField","ladder_Childhood","politics_Own","yearsWork_1","specialty","jobTitle.1","yearsWorkCurrent_1","workWhere","workInsurancePercent_1","trainingDegree","trainingWhere","trainingWhere_US","trainingWhere_notUS","ref","Race"
"327",327,"R_ZrYPEIDRDzNs7KN",0,"patient","pain",4,2,4,2,3,4,5,3,1,"I would make sure that I am not wasting his money and other resources on things which might not be necessary. I would focus on trying to diagnose the issue while using minimal treatments / tests.","I need to make sure he knows that I won't be able to treat him if he doesnt follow my treatment plan.","lazy","patient","uneducated",4,3,4,2,"Dave",4,4,4,4,2,4,3,20,"Male","",2,"","",8,6,5,3,3,4,4,3,"Black High SES","Black","High SES",2,4,6,"Asian/Asian American","$100,001 - $150,000",3.5,2,1,2,1,1,5,7,3,1.5,"I suggested over the counter option because I dont know enough bout the issue yet, and also I want to stay away from stronger treatments till proven necessary.

At the same time, I did suggest a tier 2 drug which might be needed if the pain gets worse / doesnt reduce after the over-the-counter drug is utilized.",4,3,3,3,1,4,4,5,2,0.827408748689462,0.946280590715452,1.77368933940491,-0.0701440220741951,-0.917642386211743,-0.987786408285938,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328",328,"R_ZrYPEIDRDzNs7KN",0,"patient","pain",4,2,4,2,3,4,5,3,1,"I would make sure that I am not wasting his money and other resources on things which might not be necessary. I would focus on trying to diagnose the issue while using minimal treatments / tests.","I need to make sure he knows that I won't be able to treat him if he doesnt follow my treatment plan.","lazy","patient","uneducated",4,3,4,2,"Dave",4,4,4,4,2,4,3,20,"Male","",2,"","",8,6,5,3,3,4,4,3,"Black High SES","Black","High SES",2,4,6,"Asian/Asian American","$100,001 - $150,000",3.5,2,1,2,1,2,5,7,3,1.5,"he did not follow the treatment last time, I dont have reason to increase strength ",5,3,3,3,2,5,2,4,2,0.827408748689462,0.946280590715452,1.77368933940491,-0.0701440220741951,-0.917642386211743,-0.987786408285938,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329",329,"R_3LisC6w9mKG9Mub",0,"african american","male",4,2,3,3,3,3,3,3,3,"his pain","Tell him to either follow up on the treatment or find someone else ","young ","male ","casual",5,5,2,2,"Dave",4,2,3,2,4,2,4,23,"Female","",1,"","",9,7,7,3,4,4,3,4,"Black Low SES","Black","Low SES",3,3,6,"White/Caucasian","greater than $150,000",4,1,1,1,1,1,7,8,2,1,"I think that initially it is important to do the least serious treatment. Opioid addiction is very serious, so you should at least try something else first. We don't know the severity of dave's injury. ",5,3,5,3,2,3,2,4,4,1.27652414463781,0.946280590715452,2.22280473535326,-1.56280881181306,-0.917642386211743,-2.48045119802481,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330",330,"R_3LisC6w9mKG9Mub",0,"african american","male",4,2,3,3,3,3,3,3,3,"his pain","Tell him to either follow up on the treatment or find someone else ","young ","male ","casual",5,5,2,2,"Dave",4,2,3,2,4,2,4,23,"Female","",1,"","",9,7,7,3,4,4,3,4,"Black Low SES","Black","Low SES",3,3,6,"White/Caucasian","greater than $150,000",4,1,1,1,1,2,7,8,2,1,"",5,2,4,2,4,4,2,4,4,1.27652414463781,0.946280590715452,2.22280473535326,-1.56280881181306,-0.917642386211743,-2.48045119802481,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331",331,"R_2wSLgYy12FBe7CH",0,"white","thin",4,3,3,3,3,3,3,3,3,"Finding the best treatment for his specific condition or injury.","If he still feels pain I would recommend the lowest tier of pain medication.","male","white","slim",5,3,3,2,"Dave",4,3,4,3,2,4,2,20,"Non-Conform","",1,"","",5,5,5,2,3,3,1,4,"White Low SES","White","Low SES",3,3,6,"White/Caucasian","$75,001 - $100,000",3,2,2,1,1,1,5,6,4,2,"I chose the options in Tier 2 meaning weak opioids to treat the patient with sharp pains.",4,2,3,5,1,1,3,5,3,0.378293352741111,-0.967786967777167,-0.589493615036056,-0.816476416943629,-0.917642386211743,-1.73411880315537,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332",332,"R_2wSLgYy12FBe7CH",0,"white","thin",4,3,3,3,3,3,3,3,3,"Finding the best treatment for his specific condition or injury.","If he still feels pain I would recommend the lowest tier of pain medication.","male","white","slim",5,3,3,2,"Dave",4,3,4,3,2,4,2,20,"Non-Conform","",1,"","",5,5,5,2,3,3,1,4,"White Low SES","White","Low SES",3,3,6,"White/Caucasian","$75,001 - $100,000",3,2,2,1,1,2,7,8,2,1,"Since he had not taken his previous medication recommendations, I would recommend starting at the lowest tier until he starts taking his prescribed dosage.",4,1,3,3,1,3,3,5,3,0.378293352741111,-0.967786967777167,-0.589493615036056,-0.816476416943629,-0.917642386211743,-1.73411880315537,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333",333,"R_C2mTjvkJ4ljJWkp",0,"Man","Business",2,2,3,2,1,3,2,3,2,"His temperament ","I would say that I can't prescribe anything else until he tries the medication that I gave him.","Careless","Man","Lazy",7,1,6,3,"Dave",4,4,2,2,4,2,3,22,"Female","",6,"White and latina","",5,5,5,3,2,2,2,3,"White High SES","White","High SES",3,4,7,"Multiracial","$75,001 - $100,000",2,1,1,2,2,1,7,8,2,1,"I chose these to see how severe his back pain is. If these don't work, we'll move up.",5,3,5,4,2,3,2,3,5,0.378293352741111,0.946280590715452,1.32457394345656,1.42252076766467,0.600432672459535,2.02295344012421,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334",334,"R_C2mTjvkJ4ljJWkp",0,"Man","Business",2,2,3,2,1,3,2,3,2,"His temperament ","I would say that I can't prescribe anything else until he tries the medication that I gave him.","Careless","Man","Lazy",7,1,6,3,"Dave",4,4,2,2,4,2,3,22,"Female","",6,"White and latina","",5,5,5,3,2,2,2,3,"White High SES","White","High SES",3,4,7,"Multiracial","$75,001 - $100,000",2,1,1,2,2,2,5,6,4,2,"Maybe a higher tier would encourage him to take the medication.",5,4,4,1,4,4,1,3,2,0.378293352741111,0.946280590715452,1.32457394345656,1.42252076766467,0.600432672459535,2.02295344012421,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335",335,"R_1ilLolxB40ULtIQ",0,"tall","rugged ",4,2,3,2,3,4,4,3,3,"Finding the root cause of the problem","I would ask more about why it slipped his mind given he is in pain. Does he often forget things? Is he greatly preoccupied?","Pain","Struggle","Ragged",4,4,2,2,"Dave",4,2,3,2,3,3,2,40,"Female","",2,"","",3,2,2,3,2,3,2,3,"White Low SES","White","Low SES",3,4,7,"Asian/Asian American","$15,000 - $30,000",2.5,2,2,2,1,1,5,6,4,2,"As the pain is reported to be sharp an opioid is recommended. A weak dose is recommended to begin with. Adjustment can be made on follow-up review. ",3,3,4,3,1,3,2,4,5,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,2.5,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336",336,"R_1ilLolxB40ULtIQ",0,"tall","rugged ",4,2,3,2,3,4,4,3,3,"Finding the root cause of the problem","I would ask more about why it slipped his mind given he is in pain. Does he often forget things? Is he greatly preoccupied?","Pain","Struggle","Ragged",4,4,2,2,"Dave",4,2,3,2,3,3,2,40,"Female","",2,"","",3,2,2,3,2,3,2,3,"White Low SES","White","Low SES",3,4,7,"Asian/Asian American","$15,000 - $30,000",2.5,2,2,2,1,2,6,7,3,1.5,"I replaced one of the weak opiod with an OTC pain relief medicine so it may easier to get it and start medication. ",2,3,4,3,1,2,4,4,2,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,2.5,2.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337",337,"R_2BlZPtHJjOjgbWy",0,"black","Sacramento",3,3,3,3,3,3,3,3,3,"That he does not have a good social support system","I need to see him more often and more frequently","fentanyl","encouraging","happy",5,2,5,3,"Dave",4,4,4,4,4,4,4,21,"Female","",2,"","",7,7,6,3,3,3,3,4,"Black High SES","Black","High SES",3,3,6,"Asian/Asian American","greater than $150,000",3,4,4,3,3,1,1,2,8,4,"I wanted a measurable way to assess his recovery",4,2,4,4,3,2,4,5,1,1.27652414463781,0.946280590715452,2.22280473535326,0.676188372795239,0.600432672459535,1.27662104525477,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338",338,"R_2BlZPtHJjOjgbWy",0,"black","Sacramento",3,3,3,3,3,3,3,3,3,"That he does not have a good social support system","I need to see him more often and more frequently","fentanyl","encouraging","happy",5,2,5,3,"Dave",4,4,4,4,4,4,4,21,"Female","",2,"","",7,7,6,3,3,3,3,4,"Black High SES","Black","High SES",3,3,6,"Asian/Asian American","greater than $150,000",3,4,4,3,3,2,3,4,6,3,"Cause I wanted Dave to feel good",2,2,4,4,2,2,4,5,1,1.27652414463781,0.946280590715452,2.22280473535326,0.676188372795239,0.600432672459535,1.27662104525477,3,3,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339",339,"R_RQR9cYEiTUwOvbH",0,"help","poc",4,2,4,3,2,5,5,3,5,"how much time he has to dedicated to improving his health, how often he can revisit for follow ups, his mental and financial support, his health history, comfortability for Dave","still continuing to recommend that he tries to remember. he may have forgotten because he works a lot or has kids, its not as simple as giving up but just giving another recommendation","young","work","student",5,4,2,2,"Dave",5,3,4,4,2,3,2,21,"Female","",6,"Black, Guamanian","",5,2,3,3,3,2,2,2,"Black Low SES","Black","Low SES",2,3,5,"Multiracial","$15,000 - $30,000",2.5,2,1,2,1,1,6,7,3,1.5,"i would need more information about how long the pain persists, if there are any bruising or signs of larger trauma to the body, etc..therefore i would only choose one of the lowest accommodations until i know more",1,1,4,5,1,1,4,5,5,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340",340,"R_RQR9cYEiTUwOvbH",0,"help","poc",4,2,4,3,2,5,5,3,5,"how much time he has to dedicated to improving his health, how often he can revisit for follow ups, his mental and financial support, his health history, comfortability for Dave","still continuing to recommend that he tries to remember. he may have forgotten because he works a lot or has kids, its not as simple as giving up but just giving another recommendation","young","work","student",5,4,2,2,"Dave",5,3,4,4,2,3,2,21,"Female","",6,"Black, Guamanian","",5,2,3,3,3,2,2,2,"Black Low SES","Black","Low SES",2,3,5,"Multiracial","$15,000 - $30,000",2.5,2,1,2,1,2,6,7,3,1.5,"just because he didn't have time doesn't mean i should extend the treatment or lower it. i can be more clear with when dave should be using these recommendations and set up a more reasonable plan for him to remember to use them",3,3,4,4,1,1,4,5,4,-0.969052835103942,0.946280590715452,-0.0227722443884903,-1.56280881181306,-0.917642386211743,-2.48045119802481,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341",341,"R_0TK8qem6431mhOx",0,"Severity","Time",4,2,3,4,2,4,2,2,1,"Dave's condition as time progresses. The nature of his illness","I would request that he make an appointment and visit a local doctor's office so that he can put his health in priority. ","Pain","Diagnosis","Referrals",9,1,7,3,"Dave",3,2,2,2,4,2,4,20,"Male","",2,"","",10,2,7,2,4,4,3,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","$15,000 - $30,000",4,4,1,3,2,1,2,8,5,2.5,"I do not want to jump into using strong substances. I would recommend smaller doses of pain relief first. And scan Dave for a possible surgical procedure. ",4,3,3,5,1,3,3,5,2,-0.969052835103942,-0.967786967777167,-1.93683980288111,2.16885316253411,0.600432672459535,2.76928583499364,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"342",342,"R_0TK8qem6431mhOx",0,"Severity","Time",4,2,3,4,2,4,2,2,1,"Dave's condition as time progresses. The nature of his illness","I would request that he make an appointment and visit a local doctor's office so that he can put his health in priority. ","Pain","Diagnosis","Referrals",9,1,7,3,"Dave",3,2,2,2,4,2,4,20,"Male","",2,"","",10,2,7,2,4,4,3,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","$15,000 - $30,000",4,4,1,3,2,2,3,5,5,2.5,"If the previous pain relief medication does not work, I would increase the dose.",4,3,3,5,1,3,2,5,1,-0.969052835103942,-0.967786967777167,-1.93683980288111,2.16885316253411,0.600432672459535,2.76928583499364,3.25,3.25,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"343",343,"R_3jUS7LzSY6IUHn8",0,"worker","pain",4,3,4,2,4,4,4,3,3,"My biggest concerns would be any health history, pre-existing conditions, and possible reasons for having pain. ","I would make sure Dave knows that his pain will not go away if he does not use the medication and also give new strategies of ways to remember to take his medications. ","male","uncooperative","pain",5,2,4,2,"Dave",4,3,4,4,3,2,4,19,"Female","",2,"","",7,5,4,2,4,4,2,2,"White Low SES","White","Low SES",2,4,6,"Asian/Asian American","$75,001 - $100,000",4,1,1,1,1,1,7,8,2,1,"I was not provided with more information about his pain and usually, it is best to start from low doses of pain medication to more intense medications to avoid unnecessary strain on the kidneys or opioid dependency. ",4,3,4,2,1,3,2,5,3,0.378293352741111,-0.967786967777167,-0.589493615036056,-0.0701440220741951,-0.917642386211743,-0.987786408285938,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"344",344,"R_3jUS7LzSY6IUHn8",0,"worker","pain",4,3,4,2,4,4,4,3,3,"My biggest concerns would be any health history, pre-existing conditions, and possible reasons for having pain. ","I would make sure Dave knows that his pain will not go away if he does not use the medication and also give new strategies of ways to remember to take his medications. ","male","uncooperative","pain",5,2,4,2,"Dave",4,3,4,4,3,2,4,19,"Female","",2,"","",7,5,4,2,4,4,2,2,"White Low SES","White","Low SES",2,4,6,"Asian/Asian American","$75,001 - $100,000",4,1,1,1,1,2,7,8,2,1,"I made the same recommendation because again I did not have any other information as to what may be causing the pain and the patient has not used the medications consistently.",4,3,3,3,1,3,2,5,2,0.378293352741111,-0.967786967777167,-0.589493615036056,-0.0701440220741951,-0.917642386211743,-0.987786408285938,2.75,2.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"345",345,"R_1dyNQ243d7WAmHy",0,"Young","Back pain",4,3,3,4,2,3,3,3,3,"Underlying conditions, cause of injury","I would either not treat this patient, or give him the medication. ","Man","Young","Irrespponsible",6,2,4,2,"Dave",4,4,4,4,2,3,2,21,"Female","",2,"","",7,6,5,3,4,4,3,2,"Black Low SES","Black","Low SES",3,2,5,"Asian/Asian American","$100,001 - $150,000",4,2,1,2,1,1,6,7,3,1.5,"Opioids are very strong, and additive, I would like to treat without the use of them before prescribing.",5,4,2,4,4,4,2,5,3,0.827408748689462,0.946280590715452,1.77368933940491,-0.0701440220741951,-0.917642386211743,-0.987786408285938,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"346",346,"R_1dyNQ243d7WAmHy",0,"Young","Back pain",4,3,3,4,2,3,3,3,3,"Underlying conditions, cause of injury","I would either not treat this patient, or give him the medication. ","Man","Young","Irrespponsible",6,2,4,2,"Dave",4,4,4,4,2,3,2,21,"Female","",2,"","",7,6,5,3,4,4,3,2,"Black Low SES","Black","Low SES",3,2,5,"Asian/Asian American","$100,001 - $150,000",4,2,1,2,1,2,6,7,3,1.5,"He did not do that last treatment, he needs to try the weaker option first.",5,5,1,2,5,5,1,5,3,0.827408748689462,0.946280590715452,1.77368933940491,-0.0701440220741951,-0.917642386211743,-0.987786408285938,3.5,3.5,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"347",347,"R_1mkipFHW8zuDLIR",0,"Stern","Concerned",2,4,3,4,2,2,2,2,2,"How he would respond to the diagnosis and treatment","Emphasis importance of treatment if he wants to recover; confirm is the pain is strong enough to require a prescription to begin with","Busy","Unmotivated","Unorganized",8,1,6,4,"Dave",5,2,2,2,2,2,4,21,"Female","",2,"","",7,3,5,2,4,3,2,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","$30,001 - $50,000",3.5,2,1,2,1,1,6,7,3,1.5,"I think it's better to start at a lower tier instead of jumping to the top. His concern doesn't seem extreme enough for the stronger treatments.",4,3,2,2,1,3,2,4,2,-0.519937439155591,-0.967786967777167,-1.48772440693276,1.42252076766467,2.11850773113081,3.54102849879549,3.75,3.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"348",348,"R_1mkipFHW8zuDLIR",0,"Stern","Concerned",2,4,3,4,2,2,2,2,2,"How he would respond to the diagnosis and treatment","Emphasis importance of treatment if he wants to recover; confirm is the pain is strong enough to require a prescription to begin with","Busy","Unmotivated","Unorganized",8,1,6,4,"Dave",5,2,2,2,2,2,4,21,"Female","",2,"","",7,3,5,2,4,3,2,4,"White High SES","White","High SES",3,2,5,"Asian/Asian American","$30,001 - $50,000",3.5,2,1,2,1,2,6,7,3,1.5,"I would not change my recommendations because currently, Dave has not even tried to use any of my suggestions so he should still start with that.",5,4,2,2,3,4,1,4,1,-0.519937439155591,-0.967786967777167,-1.48772440693276,1.42252076766467,2.11850773113081,3.54102849879549,3.75,3.75,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
